order	time	location	type	details	lng	lat
1	0:08	43 Southwark Park Road, SE16, London, UK	IB	Grocers: 3x2 roof damaged	-0.068463	51.494531
2	0:10	49 Southwark Park road, Bermondsey, SE16, London, UK	IB	Bakers: 3x2 roof damaged	-0.058463	51.494532
3	0:15	84 Southwark Park Road, SE16, London, UK	IB	front room on 1st floor and contents slightly damaged. 3x2 rood damage	-0.070968	51.492602
4	0:18	141 Braidwood Road, Catford SE6, London, UK	IB	10x6 roof damage	-0.002741	51.440853
5	0:20	129 Killearn Road, Catford SE6, London, UK	IB	Front room on 1st floor severely damaged	-0.0035	51.441511
6	0:20	27 Crutchley Road, Downham, London, UK	IB	IB on enclosed ground at rear of premises	0.005194	51.435608
8	0:20	5 Bacon Grove, Bermondsey, SE1, London, UK	IB	3x2 Wood fencing damage	-0.076848	51.494618
9	0:21	54 Laleham Road Catford, SE6, London, UK	IB	Middle room damaged	-0.013014	51.446074
10	0:26	5 Chalsey Road, Brokerley, SE6, London, UK	EB	Private house damaged	-0.031106	51.459858
11	0:26	84 Tyrwhitt Road, Brockley, SE4, London, UK	IB	2x1 roof damage	-0.024836	51.46385
12	0:27	20 Jutland Road, Catford SE6, London, UK	EB	Five private houses severely damaged	-0.014813	51.444632
13	0:27	Jutland Road Catford SE6, London, UK	EB	17 private houses damaged 	-0.014497	51.44549
14	0:27	86 Torridon Road, Catford SE6, London, UK	IB	2x1 roof damage	-0.001892	51.439758
15	0:30	91 Ardgowan Road, Catford SE6, London, UK	Shrapnel	2x1 roof damage	-0.000909	51.443076
16	0:30	96 Tressillain Road, Brockley SE4, London, UK	EB	2 private houses damaged and 14 privates houses damaged	-0.028365	51.462871
17	0:32	Tustin Street, Camberwell, SE16 , London, UK	IB	2x1 roadway damage	-0.269797	51.505963
18	0:32	503 Old Kent Road, SE1, London, UK	High Explosive Bomb	back room on 1st floor and contents slightly damaged. 40x20, contents damage	-0.068546	51.484836
19	0:32	Avondale Square SE1, London, UK	EB	back room on 1st floor and contents slightly damaged. 40x20, contents damage	-0.068679	51.487583
21	0:34	108 Fordel  Road, Catford, SE6, London, UK	IB	4x3 wodden fence	-0.003765	51.443473
22	0:34	138 Engleheart Road, Catford,SE6, London, UK	EB	All private houses damaged	-0.011986	51.443434
23	0:34	Adelaide Avnue, Brockley SE4, London, UK	EB	St. Cyprian's Church, severley damaged by explosive	-0.027546	51.458491
25	0:34	Ivy Lane, Brockley, SE4, London, UK	EB	Slightly damaged houses.	-0.030228	51.458555
28	0:40	127 Minard Road, Catford, SE6, London, UK	IB	Front room on 1st floor severely damaged	0.000391	51.44026
29	0:40	124 Southwark Park Road, SE16, London, UK	IB	back room on 1st floor and contents slightly damaged.	-0.068247	51.492478
30	0:44	613 Old Kent Road Se15, London, UK	IB	Theatre 4 seats slightly damaged 4x2 roof	-0.064678	51.483254
31	0:45	709 Old Kent Road SE1, London, UK	IB	30x20 one floor building.	-0.067421	51.484476
33	0:47	Sportsbank Street, Catford, SE6., London, UK	EB	Three private houses damaged and three severely damaged	-0.010394	51.443845
34	0:50	101 Storks Road, Bermondsey, SE16, London, UK	EB	4 private houses severely damaged	-0.064278	51.495205
35	1:10	91 Ardgowan Road, Catford SE6, London, UK	IB	landing on 1st floor damaged	-0.00093	51.443063
36	1:14	Chadwick road, Peckham, SE15, London, UK	EB & IB	Minor fire damage in all these thoroughfares	-0.073709	51.467969
37	1:14	9 Love Walk, Camberwell, SE5, London, UK	-	Minor fire damage in all these thoroughfares	-0.088615	51.471405
38	1:14	27 Claude Road, Peckham SE15, London, UK	-	Minor fire damage in all these thoroughfares	-0.064215	51.46738
39	1:14	33 Claude Road, Peckham, SE15, London, UK	-	Minor fire damage in all these thoroughfares	-0.064258	51.467407
40	1:14	190 Rye Lane, Peckham, SE15, London, UK	-	Minor fire damage in all these thoroughfares	-0.066517	51.467215
41	1:14	290 Southampton Way, Peckham, SE15, London, UK	-	Minor fire damage in all these thoroughfares	-0.078	51.475307
42	1:14	77 Rye Lane, Peckham, SE15, London, UK	-	Minor fire damage in all these thoroughfares	-0.069591	51.471228
43	1:14	75 Rye Lane, Peckham, SE15, London, UK	-	Minor fire damage in all these thoroughfares	-0.069505	51.471161
44	1:14	66 East Surrey Grove, Peckham SE15, London, UK	-	Minor fire damage in all these thoroughfares	-0.075535	51.477071
45	1:14	91 Coleman Road, Camberwell, SE5, London, UK	-	Minor fire damage in all these thoroughfares	-0.082987	51.478959
46	1:52	58 Brownhill Road, Catford, London, UK	-	IB (unexploded) on enclosed ground at rear of premises	-0.01498	51.445412
47	2:00	7 Nunhead Green, Camberwell, SE15, London, UK	EB	house of 5 rooms and content severely damaged	-0.059211	51.464951
48	2:16	727, Old Kent Road, Camberwell, SE15, London, UK	IB	shop (bakery) and house of 6 rooms back room, ceiling and roof damaged.	-0.062115	51.482064
49	2:16	52 Brownhill Road , London, UK	-	Falling Shrapnel	-0.016237	51.446594
50	2:20	84 Tressillain Road, Brockley SE4, London, UK	-	Falling Shrapnel	-0.03015	51.461411
51	2:23	83 Grange Road, Bermondsey, SE1, London, UK	IB	Grocer: front room 1st floor and contents slightly damaged. 4x2 roof damaged	-0.073971	51.493415
52	2:25	52 Southwark Park Road, SE16, London, UK	IB	Furniture dealer 30x20 building and contents damaged	-0.071042	51.492603
53	2:49	Prince Edward Road, E9, London, UK	EB	Roadway and 3 private houses damaged	-0.026022	51.544599
54	3:15	12, Jewell Street, Mile End. E1, London, UK	IB	6 x 4ft of roof damage.	-0.021121	51.588517
55	3:45	12 Harford St, Stepney E1, London, UK	IB	a building of 3 floors about 80 x 50ft and contents severely damaged	-0.039128	51.521159
56	5:15	Hazelbank Road, Catford SE6, London, UK	-	2x2 roadway damage	-0.000542	51.43679
57	5:15	Plough Way, SE16, London, UK	IB	Timber importers, 200x150 buildings, canteen, workshops etc, dmaged,	-0.040136	51.4929
58	5:20	Plough Way, SE16, London, UK	EB	Buildings damaged	-0.040135	51.4929
59	5:57	28 Ringstead Road, Catford, SE6, London, UK	-	2x2 roadway damage	-0.016817	51.446538
60	7:49	786 Old Kent Road, Camberwell, SE15, London, UK	IB	shop (tobacconist) and house of 6 rooms back room, ceiling and roof damaged.	-0.057958	51.480001
61	8:00	7, Devonshire Grove, SE15, London, UK	IB	maritime engineers building of two floors 80x60 severely damaged.	-0.059078	51.481309
62	8:00	Bromley Road, Catford, SE6, London, UK	IB	IB on enclosed ground 	-0.024069	51.4444517
63	8:02	42 Brown Hill Road, Catford, SE6, London, UK	-	2x2 roadway damage	-0.016369	51.44569
64	10:04	39 Loampit Vale, Lewisham SE13, London, UK	-	unexploded bomb on enclosed ground at rear of premises	-0.013788	51.464529
65	10:04	19 Vivian Roan, Bethnal Green E2, London, UK	IB	4x3 ft of wooden fencing damaged in yard	-0.038859	51.531868
66	10:42	Milton Court Road, New Cross, Se14, London, UK	IB	IB burned out in street	-0.036553	51.480765
67	12:00	39 Gilmore Road, Lewisham SE13, London, UK	-	unexplodedbomb on enclosed ground at rear of premises	-0.007153	51.460629
70	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	(Owned by H.M War Department) E.50 A building of 2 floors about 300x200 used as workrooms,, machine rooms office and store damaged by explosion	0.071383	51.494268
71	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	E.51 Two floor building 200x80, where insturments were stored severely damaged	0.072384	51.494268
72	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	E.2, 3, 6 and 7, A over a two acre factory space was severely damaged, demolished	0.073385	51.494268
73	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	E.40 a two floor storage building 120x80 severely damaged	0.074386	51.4949268
74	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	D.94, 95 and 96 A range of buildings of one and two floors used as turney, forges and store, severely damaged.	0.075387	51.494268
75	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	E.135 and 136, 400x400 buildings used as laboratories and store severely damaged	0.076388	51.494268
76	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	E.151 to 164A, 14 buildings each about 450x60 used as stores, large amount of stock on open ground covering about a quarter square mile, severely damaged	0.077389	51.494268
77	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	24 buiidings all slightly damaged	0.07839	51.494268
78	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	E.2, a range of buildings damaged covering 250x100. Area used as explosive works and stores, severely damaged.	0.079391	51.494268
79	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	A.75 A building of 4 floors and basement 250 x200 used as offices and stores amaged	0.080392	51.494268
80	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	E.31a  two floor 150x60 storage building damaged	0.081393	51.494268
81	14:55	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	Total casualties, 49 males killed, 67 males injured.	0.071394	51.494268
83	16:20	Chiesmans Depository, Lewisham High Street, SE13, London, UK	IB	universal providers: 100x30 three floor building severely damaged	-0.279528	51.481175
84	16:40	Newby Place, Poplar E14, London, UK	IB	Poplar Public Hall. Building of 2 floors 80x60 . 5/6 Severely damaged, most of roof off.	-0.012179	51.510176
85	16:57	Old Tram Yard, Lakedale Road, Plumstead, SE18, London, UK	EB	120x100 of garage, stables, an stores and contents, including two cars damaged. Two horses killed. Range of buildings and one floor 350x70  contents and stored damaged.	0.090685	51.487502
86	16:57	Old Tram Yard, Lakedale Road, Plumstead, Se18, London, UK	EB	A surface air raid shelter of 40x20 damaged	0.091685	51.487502
87	16:57	Lakedale Road and plumstead High Street SE18, London, UK	EB	Two people killed, several injured. Buildingd damaged.	0.091042	51.485332
88	17:03	70 Croft Street Deptford, SE8, London, UK	IB	back rooms 1st floor damaged	-0.042278	51.490326
90	17:05	61 Basildon Road Abbey Wood, SE2, London, UK	EB	2 private houses damaged	0.107166	51.486391
91	17:05	35 Basildon Road, Abbey Wood, SE2, London, UK	EB	41 private houses damaged.	0.107098	51.485911
92	17:05	Basildon Road, Abbey Wood, SE2, London, UK	EB	South Met Gas Company, 18" gas main, 20 ft of electric cables, 30x20 roadway damage.	0.107097	51.485911
93	17:07	Cordelia Street, Poplar E14, London, UK	IB	Number of IB burned out on road	-0.017591	51.513723
94	17:07	13 Cordelia Street, Poplar, E14, London, UK	IB	House of 6 rooms and contents severely damaged	-0.019065	51.513685
95	17:12	Poplar High Street, Poplar, E14, London, UK	EB	St. Mathias Church. 30x20 paveing damaged. 40 feet of brink and some iron railings damaged	-0.014156	51.508879
97	17:15	Colin Street, Bromley-By-Bow E3, London, UK	IB	12 private houses of about 6 rooms and contents severely damaged	-0.013357	51.527039
98	17:15	Empson St, Bromley-By-Bow E3, London, UK	IB	Berger Hall Central Church and Medical Mission back building of 1 and 2 floors about 70 x 50ft (used as Mission Hall) and contents severely damaged. Collapsed and fallen down	-0.013147	51.522167
99	17:15	Marner St School, Marner Street E3, London, UK	IB	A building of 3 floors about 150 x 80 feet about 2/3 of contents severely damaged. Most part of roof off. doors and window glass damaged by breakage	-0.012566	51.522853
100	17:15	St. Leonards Wharf, Bromley E3, London, UK	IB	 Unoccupied Sun Flour Mills Co. LTD. About 30 x 20 ft of deck planking damaged. Building of 3 floors about 80 x 60 ft( used as grain store) about 3/4 severely damaged. Most part of roof off.	-0.008506	51.517255
101	17:15	242 Brunswick Rd, Poplar, E14, London, UK	IB	Wine and Spirit Merchants. Building of 3 floors about 80x 40ft used as bottling stores. 4/5 of 3rd floor and contents severely damaged. Most part of roof off.	-0.007467	51.51168
102	17:15	242, Brunswick Rd, Poplar, E14, London, UK	IB	One half of 2nd floor slightly damaged by water, window glass damaged by breakage.	-0.007567	51.51168
103	17:15	240 Brunswick Rd, Poplar, E14, London, UK	IB	Wine Growers- Building of 3 floors about 300x 60ft ( used as wine stores) about 2/3 of top floor and contents severely damaged. Most part of roof off. Contents under slightly by water.	-0.007667	51.51168
104	17:15	240 Brunswick Rd, Poplar, E14, London, UK	IB	A building of 4 floors about 100 x 60 ft, fourth floor severely damaged. Most part of roof off.	-0.007677	51.51168
105	17:15	Empson St Bromley E3, London, UK	IB	About 200 tons of electric power cable and a quantity of electric apparatus damaged.	-0.013169	51.522187
106	17:15	Colin Street, Bromley-By-Bow, E3, London, UK	IB	Timber yard of 15 acres with 200 stacks of timber, 2dumb barges, 2 motor lorries, a tractor, 4 cars, and a range of 1-4 floor buildings, (used as workspace, sawmills, offices, canteens, garages and stores). About 5/6 severely damaged and part roof off.	-0.0134	51.527032
107	17:23	Friendsliy Place, Greenwhich SE10, London, UK	EB	A. Gilbey & Sons, printing and ink manufacturers. Workshopds office and storage damaged	-0.01508	51.472555
108	17:24	26, Bruce Road, Poplar, Greater London E3 3, London, UK	IB	House of 8 rooms, first floor and contents slightly damaged. Contents under slightly by water, doors and window glass by breakage.	-0.014234	51.527056
109	17:24	141 Albert Road, North Woolwich E16, London, UK	IB	Coal Dealers. Four shops and houses of 6 rooms each and contents, severely damaged, and roofs off	0.062792	51.500025
110	17:24	143 Albert Road, North Woolwich E16, London, UK	IB	Coal Dealers. Four shops and houses of 6 rooms each and contents, severely damaged, and roofs off	0.062545	51.500034
111	17:24	145 Albert Road, North Woolwich E16, London, UK	IB	Coal Dealers. Four shops and houses of 6 rooms each and contents, severely damaged, and roofs off	0.062351	51.500044
112	17:24	147 Albert Road, North Woolwich E16, London, UK	IB	Coal Dealers. Four shops and houses of 6 rooms each and contents, severely damaged, and roofs off	0.062312	51.499963
113	17:30	9 Sevenoaks Road Brokerley SE4, London, UK	IB	IB burned out in garden	-0.038056	51.453011
114	17:30	11 Sevenoaks Road, Brockley, SE4, London, UK	IB	Front room on 1st floor severely damaged	-0.037984	51.452974
115	17:30	Bruce RD, Bromley E3, London, UK	IB	IB bomb burned out on road	-0.016203	51.526448
116	17:31	459 Brockley Road, Brocklet SE4, London, UK	IB	Shop and house of 8 rooms  damaged	-0.038917	51.45255
117	17:31	Bruce RD, Bromley E3, London, UK	IB	IB bomb burned out on road	-0.016213	51.526495
118	17:31	46 Bruce Rd, Bromley E3, London, UK	IB	House of 8 rooms, 2 back rooms on first floor and contents slightly damaged.	-0.014919	51.526883
119	17:33	142 Foxberry Road, Brockley, SE4, London, UK	IB	Back room on 1st floor and contents damaged	-0.035556	51.461046
120	17:34	75 ComerfordRoad Brockley se4, London, UK	IB	IB on enclosed ground at rear of premises	-0.037403	51.45925
121	17:35	Royal Arsenal, Woolwich, SE18, London, UK	EB & IB	Many buildings in there sections damaged by explosion and fire	0.07133	51.494108
123	17:35	Three Mill Lane, Greater London E3 3, London, UK	IB	A number of IB bombs burned out on road	-0.007622	51.528187
124	17:36	Edward Street SE14, London, UK	COB	4x6 roadway and paving damage	-0.035337	51.479026
126	17:36	Deptford Park, Evelyn Street, Deptford, SE8, London, UK	IB	Many IB burnt out in park	-0.03749	51.487957
127	17:40	Church hill Woolwich, SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.058524	51.493267
128	17:40	Kingsman Street, Woolwich, SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.059304	51.490968
129	17:40	Sunsbury Street, Woolwich SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.05763	51.492119
130	17:40	Glenalvon Street, Woolwich SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.047091	51.49096
131	17:40	Woolwich Church Street, Woolwich SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.053191	51.49286
132	17:40	Artillery Place, Wollwich SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.059403	51.487579
133	17:40	Powis Street, Woolwich SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.064191	51.492132
134	17:40	Chapel Hill, Woolwich SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.065458	51.468946
135	17:40	Woolwich high Street, Woolwich SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.062975	51.493638
136	17:40	John Wilson Street, Woolwich SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.062186	51.490249
137	17:40	Plumstead Road, Woolwich SE18, London, UK	IB	Minor fire damage in all these thoroughfares	0.07813	51.491039
139	17:41	14, Three Mill Lane, Greater London, E3, London, UK	IB	House of 8 rooms, front and middle room on first floor and contents damaged. 	-0.007611	51.52818
140	17:42	1 Reeves Road, Bow, E3, London, UK	IB	House of 4 rooms, severely damaged	-0.015352	51.524132
141	17:43	Ebenezer Place, Chrisp Street, Poplar, E14, London, UK	EB	30x20 roadway and paving damaged. Electric power cables destroyed	-0.014269	51.512429
142	17:43	120 Chrisp Street, Poplar, E14, London, UK	EB	Shop and house of 7 rooms  and contents severely damaged 	-0.015082	51.515106
143	17:44	Wotton Way, Deptford, SE8, London, UK	IB	IB burned out in street	-0.030844	51.48063
146	17:45	112 Foxberry Road, Brockley, London, UK	IB	front room above shop and contents damaged	-0.036366	51.461389
147	17:45	Reeves Road, Bow, E3, London, UK	IB	Number of IB burned out on road	-0.016014	51.523678
148	17:45	4 Pier Road, North Woolwich, E16 , London, UK	IB	Front room on 1st floor and contents damaged.	0.063233	51.500942
149	17:46	Royal Dockyard, Woolwich, London, UK	EB & IB	HM War Dept. Block 47- A building og three floors about 250 x 80 used as store and contents damaged	0.066755	51.488505
150	17:46	Royal Dockyard, Woolwich, London, UK	EB & IB	Block 49- Abuilding of 2 floors 250x60 storage damaged.	0.06668	51.488458
151	17:46	Royal Dockyard, Woolwich, London, UK	EB & IB	Block 52- 80x50 two floor building, used as acid store severely damaged	0.066572	51.488391
152	17:46	Royal Dockyard, Woolwich, London, UK	EB & IB	Block 67 three floor 150x60 roof and contents damaged	0.066325	51.488358
153	17:46	Royal Dockyard, Woolwich, London, UK	EB & IB	Block 221, 50x40 office and store damaged. Roof off	0.06595	51.488431
154	17:46	Royal Dockyard, Woolwich, London, UK	EB & IB	Block 149 50x40 used as dwelling and store severely damaged and part of roof off.	0.06624	51.488585
155	17:46	Royal Dockyard, Woolwich, London, UK	EB & IB	Two timber shed buildings  each 20x10, two railway trucks and contents damaged	0.065939	51.488545
156	17:46	Royal Dockyard, Woolwich, London, UK	EB & IB	Bloock 225- 80x50 one floor building , used as workrooms and store	0.066025	51.488705
157	17:46	Royal Dockyard, Woolwich, London, UK	EB & IB	Motor lorry damaged by fire	0.065725	51.488492
158	17:46	Commonwealth Buildings, Woolwich Curch Street, SE18, London, UK	EB & IB	Two floor building 100x 40, used as work rooms, top floor and contents damaged	0.047607	51.492998
159	17:46	Commonwealth Buildings, Woolwich Curch Street, SE18, London, UK	EB & IB	One floor building 60x40 ft used as workroom office and store	0.047939	51.493085
160	17:46	Commonwealth Buildings, Woolwich Curch Street, SE18, London, UK	EB & IB	A house of 7 rooms, top floor and contents severely damaged art of roof off	0.048164	51.493118
162	17:47	Bowater Road, Woolwich SE18, London, UK	EB & IB	Owned by Siemens Bros. & Co., Ltd. Electrical cable manufacturers"L" block- 6 floors and basement 80x40, workrooms offices and store, 3 upper foors cona contents damaged. Three other buildings damaged.	0.042567	51.494212
164	17:50	Samuel Street, Woolwich SE18, London, UK	EB	16 private houses damaged	0.051475	51.490654
166	17:50	13 Walerand Road Lewisham, SE13, London, UK	EB	South Met Gas Company, three houses, gas pipes and gas destroyed	-0.008467	51.465913
167	17:50	Honor Oak Road, Forest Hill SE23, London, UK	EB	Owned by Lewisham BC 6x3 Roadway damage	-0.055316	51.44389
168	17:51	Devons Road, Bromley, E3, London, UK	IB	St. Andew's Hospital. 100x50 three floor building, roofing and joisting damaged by fire. 100x22 three floor building roofing and joisting damaged. 50x20 one floor building damaged. 40x20 plumbers workshop . 1/6 contents damaged. A number of IB burned out in hospital grounds.	-0.873261	52.238359
169	17:51	Empson Street, Bromley, E3, London, UK	IB	Berger Hall Central Church and Medical Mission 120x80 lecture hall and club rooms, contents severely damaged.	-0.013179	51.522173
170	17:51	Albert Road, North Wollwich, E16, London, UK	IB	12x6 wooden fencing and railway cutting away damaged	0.058093	51.500489
172	17:52	Hyde Vale Greenwich S10, London, UK	COB	HM War Dept. Royal Air Force. An aeroplane damaged by fire by explosion and breakage	-0.00769	51.475251
173	17:52	Catherine Grove, Greenwich SE10, London, UK	IB	London Auxiliary Fire Service: Medium trailer pump of content damaged. Tar and brickwork damaged in yard	-0.018811	51.474417
174	17:52	70 Crooms Hill, Greenwich SE10, London, UK	IB	Ladies School. Ursuline Convent 10x4 roof damage	-0.005286	51.476091
175	17:52	 West Ferry Road, Millwall, E14, London, UK	EB & IB	Thames Oil Wharft, Ltd. 1000, 45 gallonmineral oil drums and three oil tanks (40 tons each) and two, 2 foor buildings, contents and machinery all damaged.	-0.02596	51.498828
176	17:52	 West Ferry Road, Millwall, E14, London, UK	EB & IB	Timber storage. 2 Tarpaulins burned and a 20x 10 stack or timberand an iron shed all damaged	-0.025928	51.498387
177	17:53	457 Brockley Road, Brockley SE4, London, UK	IB	Back room on ground floor and contents damaged	-0.038577	51.453005
179	17:54	Conduit House, Hyde Vale, Greenwich SE10, London, UK	IB	15x5 roof damage to house that had been let out as flats	-0.005422	51.473338
180	17:54	Bexley Road Eltham, SE9, London, UK	IB	10x6 GRASS burned	0.074938	51.451803
181	17:54	599 Manchester Road, Cubitt Town, E14, London, UK	IB	Private house of 9 room s damaged by fire	-0.009233	51.500361
182	17:55	47 Lewisham Road SE10, London, UK	EB	Hairdressers, Severley damaged	-0.01545	51.472613
183	17:55	Hollyhedge House, Blackheath, SE3, London, UK	IB	HM War Dept 2x1 damage	-0.007803	51.469608
184	17:55	117 Sedgeway, Catford, SE6, London, UK	EB 	Private house of 6 rooms damaged	0.008015	51.440451
185	17:55	201 Boundfield Road, Downham, London, UK	EB	Private house of 6 rooms damaged	0.007027	51.435491
186	17:55	30 Brandham Road, Lee Se12, London, UK	IB	roof damaged by fire	0.001348	51.460013
187	17:55	Uplands Brandram, Road, Lee SE12, London, UK	IB	roof damaged by fire	-0.06905	51.457233
189	17:55	Brandham Road, Lee, SE12, London, UK	-	top floor contents damaged	0.01834	51.454921
190	17:55	25 Dowanhill Road, Catford, Se6, London, UK	-	Unexploded bomb at rear of premises, not yet detonated	-0.0003354	51.440016
192	17:55	Tunnel Avenue, Greenwich, SE10, London, UK	EB	building of one room and tro floors severley damaged	0.006263	51.493654
193	17:55	34 Grantley Street, Mile End E1, London, UK	IB	House of 6 rooms, first floor and contents severely damaged. Part of roof off.	-0.044105	51.524039
194	17:57	St. Catherine's Vicarage, Pepys's Road, New Cross, SE14, London, UK	IB	house of 20 rooms, most of roof off, contents slightly damaged.	-0.043418	51.466596
195	17:57	27, Elsdale Street, Hackney, E9, London, UK	IB	Back room on second floor and contents damaged. Roof damaged by breakage	-0.049057	51.543173
196	17:57	40 Harford Street, Stepney, E1, London, UK	IB	House of 5 rooms and contents severely damaged	-0.039128	51.521159
