order	time	location	type	details	lng	lat
197	17:57	 Garnett Street Stepney E1, London, UK	EB & IB	Minor fire and explosion damage	-0.054984	51.507799
198	17:57	North Woolwich Road E16, London, UK	IB	Victualler Barge House60x40 two floor building, used as victuallers and contents damaged. 	0.030367	0.030367
199	17:58	Gervase Street, Camberwell, SE16, London, UK	IB	2x1 roadway damage	-0.069877	51.492673
200	17:58	Crofton Park Railway Station, Brockley, SE4, London, UK	IB	(Southern Railway) IB on Track	-0.036523	51.455163
202	17:59	25 Goodwood Road, Newcross, SE14, London, UK	IB	Aspinalls. Paint Manufacturers. 20x10 roofing and joisting damaged	-0.039842	51.476685
203	17:59	Surrey Commercial Docks, SE16, London, UK	IB	Port of London, timber yards, warehouses, offices and stores, covering 120 acres, including 10 shops and small craft of about 30 000 tons gross. 4/5 of content damaged.  Roofs off. Two firemen killed and four injured	-0.03348	51.494009
205	17:59	660 Rotherhithe Street, Se16, London, UK	IB	4 floor buildings, covering 1/2 mile, severely damaged	-0.034728	51.499984
206	17:59	Milbourne St, Hackney E9, London, UK	IB	Slipper manufacturer- building of 1 and 2 floors about 80 x 60 feet, used as workrooms, offices and stores severely damaged. Most part of roof off and door and window glass broken	-0.048063	51.543479
207	17:59	Arnold Road, Bow E3, London, UK	IB	Back room on first floor and contents slightly damaged. Roof by breakage	-0.022732	51.526615
208	17:59	West Ferry Road, Millwall, E14, London, UK	EB	20 ft of railway track and a building of one floor80x40 damaged	-0.025969	51.498707
209	18:00	8 Lanbury Road, Camberwell SE15, London, UK	IB	front room of 1st floor damaged	-0.046841	51.459717
210	18:00	Thornham Street Greenwich SE10, London, UK	EB	20 private houses damaged	-0.014856	51.480664
212	18:00	12 Buckthorne Road, Corfton Park SE4, London, UK	IB	First floor damaged	-0.039449	51.455519
213	18:00	Morden Wharf Road, Greenwich SE10, London, UK	EB & IB	Firmin & Co. Sack and bag manufactures. Range of buildings  200x180 used as workshops severely damaged	0.004296	51.493805
214	18:00	Tunnel Avenue, Greenwich, SE10, London, UK	EB & IB	Henry Froud, Haulage contractors, 120x40 severely damged	0.006263	51.493641
215	18:00	Tunnel Avenue, Greenwich, SE10, London, UK	IB	Greenwich borough council, 4x3 asphalt paving damage	0.00637	51.493574
216	18:00	58 Sydenham Road, Sydenham, SE26, London, UK	EB	Shop and house of 5 rooms damaged. 6 shops opposite and adjoining damaged by explosion. One Section officer AFS injured	-0.050319	51.425764
217	18:00	40 Batavia Road, New Cross SE14, London, UK	IB	back rooms 1st floor damaged and 4x3 roof damage	-0.037423	51.476162
218	18:00	Swedish yard, Surrey, Commercial Docks, SE16, London, UK	COB	stack of timber and 30x20 damaged	-0.040116	51.494741
220	18:00	Rotherhithe Street, SE16, London, UK	IB	Wharfingers. 300x100 1-3 floor buildings, contents severely damaged	-0.04581	51.504372
221	18:00	299 Rotherhithe Street, SE16, London, UK	IB	Timber Merchants, 500x400  and 4/5 of contents severely damaged	-0.033405	51.502685
222	18:00	Redriff School, Rotherhithe Street, SE16, London, UK	IB	range of buildings between 1-4 floors, covering 200x200 severely damaged	-0.036497	51.501974
223	18:00	1 Redriff Road, Rotherhithe, SE16, London, UK	EB	Many buildings in this thorough fare are severely damaged	-0.043789	51.495229
225	18:00	128 Aylward Street, Stepney E1, London, UK	IB	Timber yard and offices of two floors and contents severely damaged	-0.046206	51.515971
226	18:00	Wapping Wall E1, London, UK	IB	Metropolitan Wharf-A building of 2 floors about 100 x 60 feet ( used as warehouse office and store) severely damaged	-0.052508	51.506721
227	18:00	 Sidney Street Stepney E1, London, UK	EB & IB	Minor fire and explosion damage	-0.05516	51.517262
229	18:00	39 Saundersness Road, Cubitt Town, E14., London, UK	EB	20 houses damaged	-0.0066651	51.487814
230	18:00	Nos. 81-8 Yarrow House, Glengall Grove, Millwall, E14, London, UK	Eb	Three 4-floor buildings, and contents damaged	-0.049957	51.51666
231	18:00	8 Maudesley House, Glengall Grove, Millwall, E14, London, UK	EB	Rest of street of 48 houses damaged by breakage	-0.049903	51.516373
232	18:00	8 Hibbert House, Glengall Grove, Millwall, E1, London, UK	EB	Rest of street of 48 houses damaged by breakage	-0.04985	51.516814
233	18:00	332 Hibbert House, Glengall Grove, Millwall, E1, London, UK	EB	Rest of street of 48 houses damaged by breakage	-0.050054	51.516547
235	18:01	2a Kneller Road, Brockley, SE4, London, UK	IB	Middle room damaged	-0.038256	51.460979
236	18:01	3 Kneller Road, Brockley, SE4, London, UK	IB	Front room on 1st floor severely damaged	-0.037509	51.461424
237	18:01	Sutton Dweillings, Chilton Grove, Deptford, SE8, London, UK	IB	front room on 1st floor damaged. 	-0.281149	51.480467
239	18:01	Well St, Hackney, E9, London, UK	IB	London Passenger Transport Board- An Omnibus Reg. No. EXV 246. Top deck severely damaged. Lower deck slightly damaged	-0.048896	51.542325
240	18:01	360 Stepney Way, E1, London, UK	IB	2x2 Roof damage	-0.045985	51.516758
241	18:01	10 Stepney High Street, E1, London, UK	IB	4x2 roof damage	-0.042679	51.51731
242	18:01	42 Stephney High Street E1, London, UK	IB	Timber shed, 30x10 (used as store) damaged	-0.042829	51.516763
243	18:01	Aylward Street London E1 OQW, London, UK	EB & IB	Minor fire damage in this area	-0.046833	51.515904
244	18:01	Westferry Road, Millwall, E14, London, UK	EB	Lead and Zinc Manufacturers. 40 x20 of wharfside and a 60x40 building, office and machine room, damaged	-0.025969	51.498714
245	18:02	Old Kent Road, SE1, London, UK	EB	Belonging to South Metropolitan Gas Works: 3, 000, 000 cubic feet of gas destroyed and a gas holder severely damaged. A range of buildings including work rooms, showrooms and offices damaged by fire.	-0.076713	51.488306
248	18:02	3 Blackheath Vale, Blackheath SE3, London, UK	IB	Back room on 1st floor and contents damaged	0.00414	51.469317
249	18:02	22 Blackheath Vale, Blackheath SE3, London, UK	IB	Groundfloor passage damaged. 	0.004203	51.469081
250	18:02	48 Eglinton Hill, Plumstead, SE18, London, UK	EB	All private houses damaged	0.068613	51.476487
251	18:02	Brent Road, Plumstead, SE18, London, UK	EB	All private houses damaged	0.068463	51.475468
253	18:02	Milborne St, Hackney E9, London, UK	IB	Milbourne Piano Works, building of 3 floors, 30 x 20ft used as workrooms, offices and stores, about 14 x 1oft or roof damaged. Doors broken open. Ceiling and contents under by water	-0.048192	51.543425
254	18:02	East India Dock Rd, London, UK	IB	2x1 paving damage	-0.027361	51.512141
255	18:02	Thomas Road E14, London, UK	IB	1x1 paving damage	-0.025106	51.516003
256	18:02	Manchester Road, Cubitt Town, E14, London, UK	EB	40x 30 roadway damage. And Three houses each of 8 rooms and contents damaged	-0.0042424	51.494306
257	18:02	Manchester Road, Cubitt Town, E14, London, UK	EB	40x 30 roadway damage. And Three houses each of 8 rooms and contents damaged	-0.00806	51.494025
259	18:03	Avonley Road, Newcross, SE14, London, UK	EB	Owned by South Met Gas and Met Water and Deptford Borough Council, gas and water mains fractured and 40x16 of roadway damage	-0.050314	51.479276
261	18:03	25, Upcott Street, SE15, London, UK	IB	Two private houses damaged by explosion	0.848879	52.830169
262	18:03	Jeringham Road, Newcross, SE14, London, UK	IB	Building of two floors 100x 50, back room aand contents slightly damaged. 	-0.040651	51.471147
263	18:03	26 Bushmoor Crescent, Plumstead, SE18, London, UK	EB	All private houses damaged	0.071236	51.47396
264	18:03	22 Matlock Street, Poplar, Greater London E14 7, London, UK	IB	front room on 1st floor and contents damaged	-0.039633	51.5154
265	18:03	Burdett Road, E3, London, UK	IB	2x1 paving damage	-0.032333	51.520593
266	18:03	Dudgeons Wharf, Manchester Road, Cubitt town, E14, London, UK	EB	40x10 brickworkand damaged	-0.164704	51.498656
268	18:04	207 Waller Road, Newcross, SE14, London, UK	IB	6x4 of GRASS burned in garden	-0.047626	51.469002
269	18:04	Riverway, Blackwall Lane, East Greenwich, SE10, London, UK	EB	40x30 roadway severely damged, gas main fractured, 20 private houses danaged	0.010458	51.496216
270	18:04	Riverway, Blackwall Lane, East Greenwich, SE10, London, UK	EB	40x30 roadway severely damged, gas main fractured, 20 private houses danaged	0.009825	51.496129
271	18:04	94-120, Riverway, Blackwall Lane, East Greenwich, SE10, London, UK	EB	40x30 roadway severely damged, gas main fractured, 20 private houses danaged	0.009374	51.496223
272	18:04	100-108 Riverway, Blackwall Lane, East Greenwich, SE10, London, UK	EB	40x30 roadway severely damged, gas main fractured, 20 private houses danaged	0.008913	51.49631
274	18:04	2 Hick Street, Rotherhithe, SE16, London, UK	IB	front room on ground floor damaged. 	-0.045262	51.492116
276	18:04	275 Bancroft Road, Tower Hamlets London E1, London, UK	IB	A3 block, about 6 x 4 ft of roof damaged. Ceiling and contents under slightly by water	-0.042648	51.5245
277	18:04	4 Ainsworth Road, Hackney, E2, London, UK	IB	House of 10 rooms, front room on top floor and contents severely damaged. Part of roof off. Rest of house and contents slightly damaged.	-0.050762	51.540283
278	18:04	North Woolwich Roads E, London, UK	IB	Dumb barge damaged	0.030356	51.50227
279	18:04	307 Stepney Way E1, London, UK	IB	Private house of 6 rooms, back rooms, 2nd 3rd floors damaged	-0.045985	51.516758
280	18:04	Glengall Grove, Millwall, E14, London, UK	IB & EB	Lancashire Freight Services Ltd. 1,2 and 3 floor buildings  covering 500x500 used as warehouses. Severely damaged	-0.012437	51.495628
281	18:05	112 Waller Road, Newcross, SE14, London, UK	IB	Front room damaged by fire	-0.048019	51.469708
282	18:05	Lewisham High Street, Se13, London, UK	EB	Southern Met. Electric, light and Power) 100x40 four floor building. Space used as showroom	-0.010815	51.464341
283	18:05	97 Ainsworth Road, Hackney E9, London, UK	IB	House of 12 rooms, front room on top floor and contents severely damaged. Part of roof off. Rest of building and contents slightly damaged.	-0.049951	51.538701
284	18:05	Wellington Way Buildings, Wellington Way, Bow E3, London, UK	IB	Building of 3 floors about 60x 30 feet, (used as dwellings) about 1/2 of top floor and contents damaged. Roof damaged by breakage	-0.02507	51.526319
285	18:05	Stebondale St, London, UK	IB	A house and a Grocery shop of 6 rooms and contents severly damges	-0.008824	51.489697
288	18:06	Axminster Road, Holloway, N7, London, UK	EB	9x6 pavement damaged, fractures gas main in street	-0.118386	51.560913
289	18:06	Axminster Road, Holloway, N7, London, UK	EB	32 private houses thoroughfare damaged by explosion. 	-0.118569	51.561106
290	18:06	Waller Road, Newcross, SE14, London, UK	IB	IB burned out in garden	-0.04831	51.470802
291	18:06	 Loampit Vale Lewisham, SE13, London, UK	EB	All builidings damaged	-0.018183	51.465338
292	18:06	Canon Wharf, Evelyn Street, Deptford,SE8, London, UK	IB	stack of timber and 100x100x30 damaged	-0.040116	51.489994
293	18:06	97 Stebondal Street Cubitt Town E14, London, UK	IB	Shop on ground floor and contents severely damaged	-0.008145	51.491051
294	18:06	48 Stebondale Street, Cubitt Town E14, London, UK	IB	Front room on first floor and contents severely damaged	-0.008596	51.490115
295	18:06	75, Stebondale Street Cubitt Town E14, London, UK	IB	Front room on first floor and contents damaged	-0.008299	51.490747
296	18:06	White Horse Rd, Tower Hamlets, London E1, UK, London, UK	EB & IB	Minor fire damage in this area	-0.040254	51.517125
297	18:07	Childeric Road, Newcross, SE14, No's 21-61 and 10 40, London, UK	EB	37 Private houses damaged by explosion	-0.038554	51.478007
300	18:07	12 St Austell Rd, Lewisham, Greater London SE13 7, London, UK	IB	Garage 20x15 Damaged with fencing	-0.006956	51.467387
301	18:07	Morden Wharf Road, Greenwich SE10, London, UK	EB	Cement Marketing, range of buildings lost, 300x100 ft damaged. P.678 heavy unit damaged by shrapnel	0.004189	51.493755
302	18:07	Tunnel Avenue, Greenwich, SE10, London, UK	EB & IB	Delta Metal Co. Ltd. 80x40 size offices and stores and contents. Roof off. 3 auxiliary firemen injured.	0.006349	51.493618
303	18:07	215 Brockley Road, Forest Hill, SE23, London, UK	IB	2x1 roof damage	-0.03544	51.461941
304	18:07	110 Gosterwood Street, Deptford, SE8, London, UK	IB	9x6 roof damaged	-0.038049	51.483909
305	18:07	81 Plough Way, Rotherhithe SE16, London, UK	High Explosive Bomb	St. Barnabas National School & Minetts Saw Mills Ltd. Dining Room, Grocers and 17 private houses all damaged, 	-0.041195	51.492615
306	18:07	4 Ainsworth RD, Hackney, E9, London, UK	IB	Front rooms on 3rd floor and contents severely damaged. part of roof off, ceilings and contents under by water.	-0.050741	51.540313
307	18:07	Addington Road, Bow E3, London, UK	IB	About 6 x 4ft of roofing slightly damaged.	-0.023421	51.527978
308	18:07	86, Manchester Road, Cubitt Town E14, London, UK	EB	Caterer-A building of 3 floors about 40x 20 ft used as refreshment bar, swelling and store, upper part and contents damaged.	-0.007849	51.488447
309	18:07	9 Merchant Street Bow, E3, London, UK	IB	2x1 roof damage	-0.027661	51.526066
310	18:07	33 Merchant Street, Bow, E3, London, UK	IB	front room on 1st floor and contents damaged	-0.027661	51.526059
311	18:07	78 Merchant Street, Bow, E3, London, UK	IB	Back room on 1st floor damaged. 2x1 roof damage	-0.02765	51.526019
312	18:08	13 Bartram Road, Brockley, SE4, London, UK	IB	Back room on 1st floor and contents damaged	-0.039424	51.452937
313	18:08	11 Bartram Road, Brockley, SE4, London, UK	IB	Back room on 1st floor and contents damaged	-0.039318	51.453011
314	18:08	75 Chilton Grove,Deptford SE8, London, UK	IB	house of 8 rooms damaged	-0.041261	51.49173
315	18:08	Stepney Green, E1, London, UK	IB	1x1 tarmac damaged	-0.046549	51.521843
316	18:08	Stepney Causeway, Stepney, E1, London, UK	IB	Training Hostel. 4 floor building, top floors and basement severely damaged.	-0.045112	51.512272
318	18:09	293, Tunnel Avenue, Greenwich SE10, London, UK	IB	Eastwood Wharfage Ltd. 300x100, warehouse and stores damged, most of roof off	0.015169	51.487287
319	18:09	Clemence St, London, UK	EB	Buidings at these addresses all damaged	-0.031676	51.51604
320	18:09	Locksley St, Tower Hamlets, London E14 7EJ, London, UK	EB	Buidings at these addresses all damaged	-0.031201	51.517051
322	18:10	38a Stondon Park, Forest Hill, SE23, London, UK	IB	Front room on 1st floor severely damaged. One female burned on left arm	-0.040577	51.450556
323	18:10	Blackhorse Road, Deptford SE8, London, UK	IB	Weyland Tar Co. Quantity of Stock damaged	-0.037815	51.484
324	18:10	209a, Mile End Road E1, London, UK	IB	Mantle and Costume Manufacturers-A building of 2 floors about 80x 30 ft used as workrooms, garage, office ad store. 1/2 of contents severely damaged. Part of roof off. rest of building and contents slightly damaged.	-0.045292	51.521968
325	18:10	15, Harford Street, Stepney E2, London, UK	IB	Boot and shoe Manufacturer- Shop and house of 8 rooms and contents severely damaged.	-0.039128	51.521175
326	18:10	35 Grantely Street, Mile End E1, London, UK	IB	A house of 8 rooms and contents severely damaged. Roof off	-0.044084	51.524049
327	18:10	Drawn Buildings, Adelina Grove, Stepney E1, London, UK	EB	A building of 5 floors about 100 x 80ft (used as model dwellings) about 1/4 and contents damaged. Rest of building and content slightly damaged.	0.059374	51.651405
328	18:10	St Clement's Hostel, Bow Road E3, London, UK	IB	Building of 3 floors about 80x 60ft severely damaged. Roof by breakage	0.072185	51.564182
329	18:10	28, Bow Road, Bow E3, London, UK	IB	Back room on 3rd floor and contents slightly damaged. Roof by breakage	-0.026055	51.526652
330	18:10	113-149 Stebondale Street. Cubitt Town E14, London, UK	EB	39 houses each of 6 rooms including 4 shops and contents severely damaged	-0.008173	51.491031
331	18:10	156-194 Stebondale Street Cubitt Town E14, London, UK	EB	39 houses each of 6 rooms including 4 shops and contents severely damaged	-0.007937	51.491385
332	18:10	101-111 Stebondale Street, Cubitt Town E14, London, UK	EB	6 houses each of 6 rooms and contents damaged	-0.008431	51.490476
333	18:10	38 Cayley Street, E14, London, UK	IB	Back room on ground floor damaged. 	-0.364355	51.502417
334	18:10	Harford Street E1, London, UK	IB	1x1 tarmac damaged	-0.039032	51.520577
335	18:11	Gibbon Road, Camberwell, SE15, London, UK	EB	20x30 roadway damage	-0.051459	51.466898
336	18:11	733b, Old Kent Road, SE15, London, UK	EB	Submarine engineer shop, workshops, office and store all damaged. 	-0.060448	51.480952
337	18:11	735-737 Old Kent Road SE15, London, UK	EB	Two shops and two flats	-0.06033	51.480912
338	18:11	Buchan Road, Camberwell, SE15, London, UK	EB	Gas main fractured and about 30x20 of roadway damaged by explosion and fire	-0.053248	51.465625
339	18:11	Lewisham high Street SE13, London, UK	EB	Southern Rail. 40x20 brickwork on railway bridge damaged	-0.010783	51.464338
340	18:11	Lower Road, Rotherhithe, SE16, London, UK	IB	IB burned out in street. 	-0.05422	51.498493
341	18:11	A Yard, Millwall Dock E14, London, UK	IB	A warehouse of 1 floor about 150x 150 feet and contents severely damaged. Basement used as messrooms, dormitories, offices and store, and contents damaged	-0.024327	51.496333
342	18:11	84a, West Ferry Road, Millwall E14, London, UK	EB & IB	Timber Importers-A range of brick and corrugated iron shed buildings of one floor covering an area of 400x 200ft. About 1/2 of contents severely damaged	-0.011499	51.498037
343	18:12	Dunoon Road, Forest Hill, SE23, London, UK	EB	Owned by LewishamBC 12x8 Roadway damage	-0.052325	51.447654
344	18:12	Knoyle Street, New Cross, SE14, London, UK	EB	South Met. Gas. Mains Fractured	-0.041057	51.48209
345	18:12	Mornington Road, Bow E3, London, UK	IB	Incendiary bomb on road	-0.023724	51.52638
346	18:12	32, Devas Street, Poplar E14, London, UK	IB	House of 4 rooms, severely damaged	-0.013044	51.523246
347	18:12	45-47 Mile End Road, Stepney, E1, London, UK	EB	Garage. Two floor building severely damaged, roof off.	-0.052803	51.52089
348	18:12	Spert St, London, UK	EB	Paper Mills. 100x80 two floor building, severely damaged	-0.040607	51.510384
349	18:13	13 Bartham Road, Brockley, SE4, London, UK	IB	Back room on 1st floor and contents damaged	-0.039477	51.452933
350	18:13	Bow Road, Bow E3, London, UK	IB	St. Clement's. Old Nurses's Home, 80x20 two floor building, 3/4 damaged and roof off	-0.024682	51.526867
351	18:13	62 Ashton Street E14, London, UK	IB	House of 4 rooms, top floor and contents damaged	-0.007956	51.510924
352	18:13	Cottage Street, Poplar, E14, London, UK	IB	Number of IB burned out on road	-0.014777	51.50981
353	18:13	Commercial Rd, Poplar, Greater London E1, London, UK	EB	East End Mission Society. Building of one floor and and contents damaged	-0.055253	51.514317
354	18:14	51 Lewisham Hill, SE13, London, UK	EB	4 private houses of 20 rooms each and contents damaged.	-0.008897	51.468189
355	18:14	53 Lewisham Hill, SE13, London, UK	EB	4 private houses of 20 rooms each and contents damaged.	-0.008994	51.468069
356	18:14	55 Lewisham Hill, SE13, London, UK	EB	4 private houses of 20 rooms each and contents damaged.	-0.008865	51.468202
357	18:14	57 Lewisham Hill, SE13, London, UK	EB	4 private houses of 20 rooms each and contents damaged.	-0.008833	51.468215
358	18:14	Carlton Works, Glengall Grove, Millwall, E14, London, UK	IB & EB	Walter Voss and Co Manufacturing Chemists. 200x200 used as laboratories, store and contents severely damaged	-0.049582	51.517161
359	18:14	Carlton Works, Glengall Grove, Millwall, E14, London, UK	IB & EB	Speedy Metal Castings Ltd. 200x60  Machine Room, workshop and contents damaged	-0.049743	51.517201
360	18:15	309, New Cross Road, New Cross SE14, London, UK	IB	2x1 roof damage	-0.03773	51.475694
361	18:15	Woolwich Road, Charlton, SE10, London, UK	IB	G & H Harveys, Engineers, 3x2 roof damage in spinning room	0.026949	51.487358
362	18:15	72, Codrington Hill, Forest Hill, SE23, London, UK	IB	house of 5 rooms damaged. Roof blown off	-0.035749	51.448599
363	18:15	5 Stondon Park, Forest Hill, SE23, London, UK	IB	3x1 wooden fencing damaged,	-0.039698	51.450819
364	18:15	24 Codrington Hill, Forest Hill, SE23, London, UK	IB	Front room on 1st floor severely damaged	-0.039188	51.447981
367	18:15	North Side, Import Dock, West India Docks E14, London, UK	IB	C shed- about 60x60 ft or roof damaged	0.008229	51.5076
369	18:15	Masters Street E1, London, UK	IB	1x1 tarmac damaged	-0.041543	51.519256
370	18:15	Tidey Street E14, London, UK	IB	1x1 tarmac damaged	-0.021803	51.519737
371	18:15	St Paul's Way, E3, London, UK	IB	1x1 tarmac damaged	-0.030085	51.517274
372	18:15	Raine Street, Tower Hamlets, London E1W, London, UK	EB	Minor fire damage in this area	-0.057806	51.506411
373	18:16	272 New Cross Road, SE15, London, UK	IB	2x2 roof damage	-0.053175	51.478187
374	18:16	Aston Street E14, London, UK	IB	1x1 feet of tarmac damaged	-0.038691	51.516068
376	18:17	Stockholme Street, Rotherhithe, SE16, London, UK	COB	COB burnt out in enlosed ground	-0.051546	51.485025
377	18:17	Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK	EB & IB	Transport Contractors -A range of buildings of 2 floors covering an area about 800x300f (used as machine rooms, workshops, offices and store) and contents and some stock in yard including a number of motor lorries severely damaged.	-0.006476	51.496802
378	18:17	Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK	EB & IB	Engineers-A range of buildings of 2 floors covering an area about 800x300f (used as machine rooms, workshops, offices and store) and contents and some stock in yard including a number of motor lorries severely damaged.	-0.006637	51.496942
379	18:17	Samudas Wharf, Manchester Road, Cubitt Town, E14, London, UK	EB & IB	Stone Merchants-A range of buildings of 2 floors covering an area about 800x300f (used as machine rooms, workshops, offices and store) and contents and some stock in yard including a number of motor lorries severely damaged.	-0.006326	51.496922
380	18:17	Leven Street, Poplar, E14, London, UK	IB	Mills Cartwright and Reynolds. One floor back building 80x60 used a stockroom damaged	-0.005715	51.515563
382	18:17	Narrow Street, Limehouse, E14, London, UK	IB	New Sun Wharf. Three floor building, 80x60 used as store. Severely damaged.	-0.036171	51.509506
384	18:18	Commercial Rd, Poplar, Greater London E1, London, UK	EB	Minor fire damage in this area	-0.054427	51.514243
385	18:19	583, Commercial Road, Stepney E1, London, UK	IB	Methodist East End Mission. Building of 1 floor, balcony and basement about 100x 60ft, used as club rooms, billiard rooms, storeroom and lecture room. About 2/3 of content damaged.	-0.075423	51.521199
387	18:19	Selsey Street E14, London, UK	IB	1x1 feet of paving damaged	-0.024712	51.517751
388	18:19	333/339, Mile End Road E1, London, UK	COB	C.W.S tailoring department-2 upper floors and contents damaged. 2x2 ft of roof breakage	-0.038929	51.523293
389	18:19	Mile End Road, E, London, UK	IB	Portuguese Jewish Cemetry 40 x 20 ft of grass burned	-0.041858	51.522447
391	18:19	94 St.Leonard's Road, Poplar, E14, London, UK	IB	Front room on 1st floor and contents damaged, roof part off	-0.00966	51.513261
392	18:19	Tooke Street, Millwall E14, London, UK	EB	30x 30 roadway damaged. 11 Private houses  and one shop damaged	-0.025879	51.498065
394	18:20	St Leonards Road, Poplar, E14, London, UK	IB	A number of IB bombs burned out on road	-0.008805	51.511612
